epoch,loss
1,0.00028397823916748166
1,0.0
2,0.00018845920567400753
2,0.0
3,0.00022458424791693687
3,0.0
4,0.00017708991072140634
4,0.0
5,9.532553667668253e-05
5,0.0
6,3.338892929605208e-05
6,0.0
7,0.0005861044628545642
7,0.0
8,1.2482256352086551e-05
8,0.0
9,1.3973653949506115e-05
9,0.0
10,2.5052297132788226e-05
10,0.0
11,1.0112978543475037e-06
11,0.0
12,1.2807127802716423e-07
12,0.0
13,2.0810036858165404e-06
13,0.0
14,5.027926818002015e-06
14,0.0
15,4.0675317336535954e-07
15,0.0
16,3.494946577120572e-05
16,0.0
17,2.1599846888875618e-07
17,0.0
18,1.2265079021744896e-05
18,0.0
19,5.960388443781994e-05
19,0.0
20,7.302708581846673e-06
20,0.0
21,4.5255077907313535e-08
21,0.0
22,7.435644874931313e-06
22,0.0
23,1.305052592215361e-06
23,0.0
24,6.757179107808042e-06
24,0.0
25,1.671177233220078e-05
25,0.0
26,2.6250632799929008e-05
26,0.0
27,6.780166131648002e-06
27,0.0
28,5.68574307635572e-07
28,0.0
29,5.654811957356287e-06
29,0.0
30,1.8843437601390178e-06
30,0.0
31,4.586409829698823e-08
31,0.0
32,3.108515898020414e-07
32,0.0
33,2.2704229252212826e-07
33,0.0
34,6.42019699625962e-07
34,0.0
35,9.827275562201976e-07
35,0.0
36,1.015551944760773e-07
36,0.0
37,1.6357025742763653e-06
37,0.0
38,1.4119130753442732e-08
38,0.0
39,3.727079445070558e-08
39,0.0
40,4.018787080894981e-07
40,0.0
41,2.0661783395325983e-08
41,0.0
42,1.2724406417419232e-08
42,0.0
43,5.216785892159237e-10
43,0.0
44,1.0176970022257592e-07
44,0.0
45,1.0138322181774129e-07
45,0.0
46,3.940974657723473e-09
46,0.0
47,1.6098214983273351e-09
47,0.0
48,5.3986108916603825e-09
48,0.0
49,2.757299100153432e-08
49,0.0
50,2.768604456804269e-09
50,0.0
51,3.510010060381319e-09
51,0.0
52,6.188704548826252e-10
52,0.0
53,6.494608323359685e-11
53,0.0
54,1.5433933298059088e-10
54,0.0
55,3.133681508726838e-11
55,0.0
56,1.5310980261418194e-09
56,0.0
57,1.6663344315492878e-10
57,0.0
58,3.868382558724903e-10
58,0.0
59,7.700741433414038e-11
59,0.0
60,1.8474366481058269e-10
60,0.0
61,1.671004556946798e-09
61,0.0
62,1.3320985980946887e-10
62,0.0
63,1.735893373489006e-11
63,0.0
64,7.431295856452635e-11
64,0.0
65,1.2299511235880356e-11
65,0.0
66,7.543606364568411e-12
66,0.0
67,1.19687159488846e-11
67,0.0
68,2.4123270048193035e-10
68,0.0
69,2.252021763515799e-10
69,0.0
70,5.621907106512225e-11
70,0.0
71,8.310961918667203e-10
71,0.0
72,6.7044763837897925e-12
72,0.0
73,3.288136776746775e-11
73,0.0
74,3.339863108298147e-11
74,0.0
75,1.6139888037169925e-11
75,0.0
76,2.214281535906082e-11
76,0.0
77,6.222140424422262e-12
77,0.0
78,1.51270385106983e-11
78,0.0
79,8.978236556989039e-12
79,0.0
80,8.559823683196299e-11
80,0.0
81,3.488909161575293e-09
81,0.0
82,2.6112650236553847e-11
82,0.0
83,2.756967831113455e-12
83,0.0
84,1.945828394245286e-11
84,0.0
85,2.0407861164861707e-11
85,0.0
86,1.93496260680881e-11
86,0.0
87,3.968337464188565e-11
87,0.0
88,4.4645710739477096e-11
88,0.0
89,1.8249565053585215e-11
89,0.0
90,4.691353555630329e-11
90,0.0
91,1.653825854042168e-09
91,0.0
92,1.9697059955303686e-11
92,0.0
93,2.6737400488086038e-11
93,0.0
94,4.073849591001988e-11
94,0.0
95,6.872885073561097e-12
95,0.0
96,9.424063092400292e-12
96,0.0
97,5.870662983520347e-11
97,0.0
98,4.266186015566831e-11
98,0.0
99,1.0468383104811352e-11
99,0.0
100,3.352702143688546e-11
100,0.0
101,1.3601025861120775e-09
101,0.0
102,1.1957212997515398e-11
102,0.0
103,2.6006234925962657e-12
103,0.0
104,8.676488347236777e-12
104,0.0
105,1.8005753138483627e-11
105,0.0
106,2.7821826439899944e-11
106,0.0
107,1.840469790459487e-11
107,0.0
108,1.5271924350135357e-11
108,0.0
109,2.4670243278790416e-11
109,0.0
110,2.9511118548875004e-10
110,0.0
111,8.258180805853499e-09
111,0.0
112,1.5808036823994343e-10
112,0.0
113,2.662392528662849e-11
113,0.0
114,1.0467027244942528e-10
114,0.0
115,1.9030473377701362e-11
115,0.0
116,4.35016744848582e-11
116,0.0
117,4.658009047919798e-11
117,0.0
118,2.8771070595401405e-11
118,0.0
119,1.0423632790246273e-10
119,0.0
120,2.070285332056443e-10
120,0.0
121,3.220906208412089e-08
121,0.0
122,1.4966369810132107e-10
122,0.0
123,6.322693479887675e-10
123,0.0
124,1.522878489979007e-10
124,0.0
125,2.2617265005298037e-10
125,0.0
126,2.4881374738328077e-10
126,0.0
127,2.2981636038643671e-10
127,0.0
128,4.6089598804144316e-10
128,0.0
129,3.3329683457594683e-10
129,0.0
130,2.2208530847667163e-10
130,0.0
131,5.1105253362493386e-09
131,0.0
132,3.5161380751436155e-11
132,0.0
133,1.4409903825729486e-10
133,0.0
134,1.3822565314569601e-10
134,0.0
135,1.5630585714632161e-10
135,0.0
136,1.600105381527328e-09
136,0.0
137,1.6990409079653546e-09
137,0.0
138,1.0610171630176524e-09
138,0.0
139,1.7514258932038729e-09
139,0.0
140,2.33016139716824e-09
140,0.0
141,1.9970668674318404e-08
141,0.0
142,1.5798323760307653e-09
142,0.0
143,6.7986269947084566e-09
143,0.0
144,9.661219380063812e-09
144,0.0
145,1.4215192578603819e-08
145,0.0
146,2.3040840346766345e-08
146,0.0
147,2.5628088096141255e-08
147,0.0
148,2.045985425525032e-08
148,0.0
149,9.602797668151197e-09
149,0.0
150,2.316288139070366e-08
150,0.0
151,1.3363739448379874e-08
151,0.0
152,1.7608876135000173e-08
152,0.0
153,6.954734743658264e-08
153,0.0
154,2.7411736880367243e-08
154,0.0
155,3.386539759731022e-08
155,0.0
156,1.6157298432517564e-07
156,0.0
157,6.507935523814012e-08
157,0.0
158,2.3720023278883673e-08
158,0.0
159,1.675180101301521e-07
159,0.0
160,1.3097467110867456e-08
160,0.0
161,1.3299157330948219e-08
161,0.0
162,2.3135920912409347e-07
162,0.0
163,2.8777813909641736e-08
163,0.0
164,1.0619477563977853e-07
164,0.0
165,3.1576362857776985e-08
165,0.0
166,1.0745152323465845e-08
166,0.0
167,1.5640085848644958e-07
167,0.0
